index,input_TL,output_han,output_TL,option
25934,tshionnge,象牙,tshiūnn-gê,
25935,tshionnhuat,唱法,tshiùnn-huat,
25936,tshionnkiu,搶救,tshiúnn-kiù,
25937,tshionnkua,唱歌,tshiùnn-kua,
25938,tshionnpai,廠牌,tshiúnn-pâi,
25939,tshionnpang,廠房,tshiúnn-pâng,
25940,tshionnphinn,唱片,tshiùnn-phìnn,
25941,tshionnpuann,唱盤,tshiùnn-puânn,
25942,tshionnsiong,廠商,tshiúnn-siong,
25943,tshionntionn,廠長,tshiúnn-tiúnn,
25944,tshionntshut,唱出,tshiùnn-tshut,
25945,tshionntsui,上水,tshiūnn-tsuí,
25946,tshionntuat,搶奪,tshiúnn-tua̍t,
25947,tshiopue,笑桮,tshiò-pue,
25948,tshiorhuat,唱法,tshiùnn-huat,
25949,tshiorkua,唱歌,tshiùnn-kua,
25950,tshiorphinn,唱片,tshiùnn-phìnn,
25951,tshiorpuann,唱盤,tshiùnn-puânn,
25952,tshiorpue,笑桮,tshiò-pue,
25953,tshiorsiann,笑聲,tshiò-siann,
25954,tshiortshin,秋凊,tshiu-tshìn,
25955,tshiortshut,唱出,tshiùnn-tshut,
25956,tshiosiann,笑聲,tshiò-siann,
25957,tshiothang,粗桶,tshoo-tháng,
25958,tshiothautshiobin,笑頭笑面,tshiò-thâu-tshiò-bīn,
25959,tshiotio,𪁎趒,tshio-tiô,
25960,tshiotshin,秋凊,tshiu-tshìn,
25961,tshiotshio,笑笑,,
25962,tshioue,笑話,tshiò-uē,
25963,tshipan,試辦,tshì-pān,
25964,tshipe,試飛,tshì-pue/tshì-pe,
25965,tshiper,試飛,tshì-pue/tshì-pe,
25966,tshiperr,試飛,tshì-pue/tshì-pe,
25967,tshiph,超音波,tshiau-im-pho,
25968,tshipho,刺波,tshì-pho,
25969,tshipue,試飛,tshì-pue/tshì-pe,
25970,tshirberhong,鼠尾風,,
25971,tshiriau,次要,tshù-iàu,
25972,tshirkhakker,鼠麴粿,tshí-khak-kué/tshú-khak-ké,
25973,tshirpher,舒被,tshu-phuē/tshu-phē,
25974,tshirsu,次序,tshù-sū,
25975,tshirtiunn,次長,tshù-tiúnn,
25976,tshirtiunn,處長,tshù-tiúnn,
25977,tshirtshata,鼠賊仔,,
25978,tshis,揣醫生,,
25979,tshisat,刺殺,tshì-sat,
25980,tshisia,試射,tshì-siā,
25981,tshita,拭仔,,
25982,tshita,姼仔,tshit-á,
25983,tshitakhue,姼仔詼,tshit-á-khue,
25984,tshitbihiong,七美鄉,Tshit-bí-hiong,附錄
25985,tshite,試題,tshì-tê/tshì-tuê,
25986,tshitere,試題,tshì-tê/tshì-tuê,
25987,tshitham,刺探,tshì-thàm,
25988,tshitham,試探,tshì-thàm,
25989,tshitia,七爺,Tshit-iâ,
25990,tshitik,刺竹,tshì-tik,
25991,tshitiksun,刺竹筍,tshì-tik-sún,
25992,tshitiongsim,市中心,,
25993,tshitionn,市場,,
25994,tshitiunn,市長,tshī-tiúnn,
25995,tshitiunn,市場,,
25996,tshitjia,七字仔,tshit-jī-á/tshit-lī-á,
25997,tshitkhatshng,拭尻川,tshit-kha-tshng,
25998,tshitkhong,七孔,tshit-khóng,
25999,tshitkoo,七股,,附錄
26000,tshitkoohiong,七股鄉,,附錄
26001,tshitkooliau,七股寮,Tshit-kóo-liâu,附錄
26002,tshitlaupehlau,七老八老,tshit-lāu-peh-lāu/tshit-lāu-pueh-lāu,
26003,tshitlaupuehlau,七老八老,tshit-lāu-peh-lāu/tshit-lāu-pueh-lāu,
26004,tshitlia,七字仔,tshit-jī-á/tshit-lī-á,
26005,tshitniuma,七娘媽,Tshit-niû-má,
26006,tshitniumasenn,七娘媽生,Tshit-niû-má-senn/Tshit-niû-má-sinn,
26007,tshitniumasinn,七娘媽生,Tshit-niû-má-senn/Tshit-niû-má-sinn,
26008,tshitong,莿桐,tshì-tông,
26009,tshitonghang,莿桐巷,Tshì-tông-hāng,附錄
26010,tshitonghiong,莿桐鄉,Tshì-tông-hiong,附錄
26011,tshitpiann,拭餅,,附錄
26012,tshitpiannkauh,拭餅𩛩,,附錄
26013,tshitsaboo,飼查某,tshī-tsa-bóo,
26014,tshitshak,刺鑿,tshì-tsha̍k,
26015,tshitsham,悽慘,tshi-tshám,
26016,tshitshamlokphik,悽慘落魄,tshi-tshám-lo̍k-phik,
26017,tshitshau,市草,tshī-tsháu,
26018,tshitshia,試車,tshì-tshia,
26019,tshitsiah,七夕,tshit-sia̍h,
26020,tshitsik,七夕,tshit-sia̍h,
26021,tshitsing,市政,tshī-tsìng,
26022,tshitsing,痴情,tshi-tsîng,
26023,tshitsing,癡情,,
26024,tshitsinghu,市政府,Tshī-tsìng-hú,附錄
26025,tshitsip,市集,,附錄
26026,tshittho,𨑨迌,tshit-thô,
26027,tshitthogina,𨑨迌囡仔,tshit-thô-gín-á,
26028,tshittholang,𨑨迌人,tshit-thô-lâng,
26029,tshitthomih,𨑨迌物,,
26030,tshitthomiha,𨑨迌物仔,tshit-thô-mih-á,
26031,tshitthomngh,𨑨迌物,,
26032,tshitthotsaboo,𨑨迌查某,tshit-thô-tsa-bóo,
26033,tshittiunn,七張,Tshit-tiunn,附錄
26034,tshittoo,七堵,Tshit-tóo,附錄
26035,tshittookhu,七堵區,Tshit-tóo-khu,附錄
26036,tshittsanthah,七層塔,,附錄
26037,tshittsapehtsa,七早八早,tshit-tsá-peh-tsá/tshit-tsá-pueh-tsá,
26038,tshittsapuehtsa,七早八早,tshit-tsá-peh-tsá/tshit-tsá-pueh-tsá,
26039,tshittshenn,七星,tshit-tshenn/tshit-tshinn,
26040,tshittshennsuann,七星山,Tshit-tshenn-suann/Tshit-tshinn-suann,附錄
26041,tshittshinn,七星,tshit-tshenn/tshit-tshinn,
26042,tshittshinnsuann,七星山,Tshit-tshenn-suann/Tshit-tshinn-suann,附錄
26043,tshitue,試題,tshì-tê/tshì-tuê,
26044,tshiua,秋仔,,
26045,tshiua,臭藥丸仔,tshàu-io̍h-uân-á,
26046,tshiua,樹仔,tshiū-á,
26047,tshiubak,手目,tshiú-ba̍k,
26048,tshiubak,樹木,tshiū-ba̍k,
26049,tshiube,手尾,,
26050,tshiube,樹尾,tshiū-bué/tshiū-bé,
26051,tshiubelat,手尾力,tshiú-bué-la̍t/tshiú-bé-la̍t,
26052,tshiubetsinn,手尾錢,tshiú-bué-tsînn/tshiú-bé-tsînn,
26053,tshiubin,手面,,
26054,tshiubok,樹木,tshiū-ba̍k,
26055,tshiuboo,手模,tshiú-bôo,
26056,tshiuboo,揫墓,,
26057,tshiubue,手尾,,
26058,tshiubue,樹尾,tshiū-bué/tshiū-bé,
26059,tshiubuelat,手尾力,tshiú-bué-la̍t/tshiú-bé-la̍t,
26060,tshiubuetsinn,手尾錢,tshiú-bué-tsînn/tshiú-bé-tsînn,
26061,tshiue,手下,tshiú-hā,
26062,tshiuge,手藝,tshiú-gē,
26063,tshiugi,手語,tshiú-gí/tshiú-gú,
26064,tshiugir,手語,tshiú-gí/tshiú-gú,
26065,tshiugu,手語,tshiú-gí/tshiú-gú,
26066,tshiuha,手下,tshiú-hā,
26067,tshiuhioh,樹葉,tshiū-hio̍h,
26068,tshiuhiorh,樹葉,tshiū-hio̍h,
26069,tshiuhongkhim,手風琴,tshiú-hong-khîm,
26070,tshiuhuanna,手扞仔,tshiú-huānn-á,
26071,tshiuhuat,手法,tshiú-huat,
26072,tshiuhun,手痕,tshiú-hûn,
26073,tshiuhun,秋分,tshiu-hun,附錄
26074,tshiuiann,樹影,,附錄
26075,tshiuin,手印,,
26076,tshiujiau,手爪,,
26077,tshiukang,手工,tshiú-kang,
26078,tshiukhau,手銬,tshiú-khàu,
26079,tshiukhiau,手曲,tshiú-khiau,
26080,tshiukhuan,手環,tshiú-khuân,
26081,tshiuki,手機,,
26082,tshiuki,樹枝,tshiū-ki,
26083,tshiukia,手機仔,tshiú-ki-á,
26084,tshiukiahahue,手攑仔火,,
26085,tshiukin,樹根,tshiū-kin/tshiū-kun,
26086,tshiukina,手巾仔,tshiú-kin-á/tshiú-kun-á,
26087,tshiukina,樹杞林,Tshiū-kí-nâ,附錄
26088,tshiukirn,樹根,tshiū-kin/tshiū-kun,
26089,tshiukirna,手巾仔,tshiú-kin-á/tshiú-kun-á,
26090,tshiuko,手稿,tshiú-kó,
26091,tshiukoo,手股,tshiú-kóo,
26092,tshiukui,秋季,,
26093,tshiukun,手巾,,
26094,tshiukun,樹根,tshiū-kin/tshiū-kun,
26095,tshiukuna,手巾仔,tshiú-kin-á/tshiú-kun-á,
26096,tshiukut,手骨,tshiú-kut,
26097,tshiule,樹絡,tshiū-le,
26098,tshiuling,樹奶,,
26099,tshiulingkhooa,樹奶箍仔,,
26100,tshiulingphiaka,樹奶擗仔,,
26101,tshiulingthng,樹奶糖,tshiū-ling-thn̂g/tshiū-ni-thn̂g,
26102,tshiuloka,手橐仔,tshiú-lok-á,
26103,tshiulom,手囊,tshiú-lông,
26104,tshiulong,手囊,tshiú-lông,
26105,tshiulonga,手囊仔,,
26106,tshiuloo,手路,tshiú-lōo,
26107,tshiulootshai,手路菜,tshiú-lōo-tshài,
26108,tshiuna,樹林,tshiū-nâ,
26109,tshiunaa,樹林,tshiū-nâ,
26110,tshiunaakhau,樹林口,Tshiū-nâ-kháu,附錄
26111,tshiunakhau,樹林口,Tshiū-nâ-kháu,附錄
26112,tshiunatshi,樹林市,,附錄
26113,tshiung,手䘼,,
26114,tshiung,樹蔭,tshiū-ńg,
26115,tshiuni,樹奶,,
26116,tshiuniau,手爪,,
26117,tshiuniau,樹貓,,
26118,tshiunikhooa,樹奶箍仔,,
26119,tshiunikinga,樹奶弓仔,,
26120,tshiunithng,樹奶糖,tshiū-ling-thn̂g/tshiū-ni-thn̂g,
26121,tshiunna,牆仔,tshiûnn-á,
26122,tshiunnan,搶案,tshiúnn-àn,
26123,tshiunnboo,上墓,,
26124,tshiunnge,象牙,tshiūnn-gê,
26125,tshiunnhong,颺風,tshiûnn-hong,
26126,tshiunnhuat,唱法,tshiùnn-huat,
26127,tshiunnki,象棋,tshiūnn-kî,
26128,tshiunnkiap,搶劫,tshiúnn-kiap,
26129,tshiunnkiu,搶救,tshiúnn-kiù,
26130,tshiunnkoo,搶孤,tshiúnn-koo,
26131,tshiunnkua,唱歌,tshiùnn-kua,
26132,tshiunnpai,廠牌,tshiúnn-pâi,
26133,tshiunnpang,廠房,tshiúnn-pâng,
26134,tshiunnphinn,唱片,tshiùnn-phìnn,
26135,tshiunnphinnoo,象鼻湖,Tshiūnn-phīnn-ôo,附錄
26136,tshiunnphu,上殕,tshiūnn-phú,
26137,tshiunnpuann,唱盤,tshiùnn-puânn,
26138,tshiunnsiong,廠商,tshiúnn-siong,
26139,tshiunnthauhiunn,搶頭香,tshiúnn-thâu-hiunn,
26140,tshiunnthaupio,搶頭標,tshiúnn-thâu-pio,
26141,tshiunntiunn,廠長,tshiúnn-tiúnn,
26142,tshiunntshennthi,上青苔,tshiūnn-tshenn-thî/tshiūnn-tshinn-thî,
26143,tshiunntshennti,上青苔,tshiūnn-tshenn-thî/tshiūnn-tshinn-thî,
26144,tshiunntshik,颺粟,tshiûnn-tshik,
26145,tshiunntshinnthi,上青苔,tshiūnn-tshenn-thî/tshiūnn-tshinn-thî,
26146,tshiunntshinnti,上青苔,tshiūnn-tshenn-thî/tshiūnn-tshinn-thî,
26147,tshiunntshut,唱出,tshiùnn-tshut,
26148,tshiunntsui,上水,tshiūnn-tsuí,
26149,tshiunntuat,搶奪,tshiúnn-tua̍t,
26150,tshiunnui,牆圍,tshiûnn-uî,
26151,tshiupai,手排,tshiú-pâi,
26152,tshiupe,手耙,tshiú-pē,
26153,tshiupi,手臂,,
26154,tshiupio,手錶,,
26155,tshiupioa,手錶仔,tshiú-pió-á,
26156,tshiupior,手錶,,
26157,tshiupiora,手錶仔,tshiú-pió-á,
26158,tshiupit,手筆,tshiú-pit,
26159,tshiupoo,手捗,,
26160,tshiupuann,手盤,tshiú-puânn,
26161,tshiuse,手勢,tshiú-sè,
26162,tshiusim,手心,tshiú-sim,
26163,tshiusin,樹身,tshiū-sin,
26164,tshiusioh,手液,tshiú-sio̍h,
26165,tshiusiok,手續,tshiú-sio̍k,
26166,tshiusiong,手上,,
26167,tshiusooliau,手素料,,
26168,tshiusooliau,手數料,tshiú-sòo-liāu,
26169,tshiusut,手術,tshiú-su̍t,
26170,tshiutang,秋冬,tshiu-tang,
26171,tshiutau,樹豆,tshiū-tāu,
26172,tshiute,手底,tshiú-té/tshiú-tué,
26173,tshiuthau,手頭,,
26174,tshiuthau,樹頭,tshiū-thâu,
26175,tshiuthinn,秋天,tshiu-thinn,
26176,tshiutho,手套,tshiú-thò,
26177,tshiutian,手電,,
26178,tshiutiana,手電仔,tshiú-tiān-á,
26179,tshiutianher,手電火,,
26180,tshiuting,手中,tshiú-tiong,
26181,tshiutiong,手中,tshiú-tiong,
26182,tshiutong,手動,tshiú-tōng,
26183,tshiutong,手擋,tshiú-tòng,
26184,tshiutoo,手肚,tshiú-tóo,
26185,tshiutsai,樹栽,tshiū-tsai,
26186,tshiutsang,樹叢,,
26187,tshiutsheh,手冊,tshiú-tsheh,
26188,tshiutshin,秋凊,tshiu-tshìn,
26189,tshiutshing,手銃,,
26190,tshiutshing,手槍,,
26191,tshiutsi,手指,tshiú-tsí,
26192,tshiutsi,樹子,tshiū-tsí,
26193,tshiutsi,樹薯,tshiū-tsî/tshiū-tsû,
26194,tshiutsihphooa,手摺簿仔,tshiú-tsih-phōo-á,
26195,tshiutsingthaua,手指頭仔,tshiú-tsíng-thâu-á,
26196,tshiutsiok,手足,,
26197,tshiutsiong,手掌,,
26198,tshiutsiphooa,手摺簿仔,tshiú-tsih-phōo-á,
26199,tshiutsu,樹薯,tshiū-tsî/tshiū-tsû,
26200,tshiutsui,上水,tshiūnn-tsuí,
26201,tshiutuann,手段,tshiú-tuānn,
26202,tshiutue,手底,tshiú-té/tshiú-tué,
26203,tshiuuainn,樹椏,tshiū-ue,
26204,tshiuuann,手腕,tshiú-uánn,
26205,tshiuuannkut,手腕骨,tshiú-uánn-kut,
26206,tshiuue,樹椏,tshiū-ue,
26207,tshiuuinn,手䘼,,
26208,tshja,七字仔,tshit-jī-á/tshit-lī-á,
26209,tshjh,春日鄉,Tshun-ji̍t-hiong,附錄
26210,tshjh,臭尿薟,tshàu-jiō-hiam/tshàu-liō-hiam,
26211,tshk,正番公,,
26212,tshk,彰化縣,Tsiang-huà-kuān,附錄
26213,tshk,獎學金,tsióng-ha̍k-kim,
26214,tshk,𪁎哥,tshio-ko,
26215,tshk,𪁎雞,tshio-ke/tshio-kue,
26216,tshka,手巾仔,tshiú-kin-á/tshiú-kun-á,
26217,tshka,手機仔,tshiú-ki-á,
26218,tshka,冊架仔,tsheh-kè-á,
26219,tshka,田蛤仔,tshân-kap-á,
26220,tshka,田僑仔,tshân-kiâu-á,
26221,tshka,刺瓜仔,tshì-kue-á,
26222,tshka,青吱仔,,
26223,tshka,臭溝仔,tshàu-kau-á,
26224,tshka,草橄仔,,
26225,tshka,草鍥仔,tsháu-keh-á/tsháu-kueh-á,
26226,tshka,菜架仔,tshài-kè-á,
26227,tshka,菜架子,,
26228,tshkah,手攑仔火,,
26229,tshkas,田蛤仔泅,,
26230,tshkath,刺角仔蟲,,
26231,tshkb,初見面,tshoo-kìnn-bīn,
26232,tshkba,伸筋挽頷,,
26233,tshkg,青光眼,tshenn-kong-gán/tshinn-kong-gán,
26234,tshkh,七股鄉,,
26235,tshkh,車鼓戲,tshia-kóo-hì,
26236,tshkha,臭柿仔,tshàu-khī-á,
26237,tshkhh,深坑鄉,,
26238,tshkhk,草麴粿,,
26239,tshkhk,喙齒根,,
26240,tshkhk,鼠麴粿,tshí-khak-kué/tshú-khak-ké,
26241,tshkhk,蹌跤雞,tshiáng-kha-ke/tshiáng-kha-kue,
26242,tshkhl,巧克力,,
26243,tshkhl,蹌箍螺,tshiáng-khoo-lê,
26244,tshkhl,藏起來,,
26245,tshkhm,試看覓,tshì-khuànn-māi,
26246,tshkhs,臭跤液,tshàu-kha-sio̍h,
26247,tshkhs,清氣相,tshing-khì-siùnn,
26248,tshkhsa,赤跤仙仔,tshiah-kha-sian-á,
26249,tshkhth,柴跤桶,,
26250,tshkhtsh,拭尻川,tshit-kha-tshng,
26251,tshkhtsh,參考冊,tsham-khó-tsheh,
26252,tshkhtsh,鼠麴草,tshí-khak-tsháu/tshú-khak-tsháu,
26253,tshkj,親骨肉,tshin-kut-jio̍k/tshin-kut-lio̍k,
26254,tshkk,草麴粿,,
26255,tshkk,碎糊糊,tshuì-kôo-kôo,
26256,tshkk,親家公,tshin-ke-kong,
26257,tshkl,七股寮,Tshit-kóo-liâu,附錄
26258,tshkl,吹狗螺,tshue-káu-lê/tshe-káu-lê,
26259,tshkl,親骨肉,tshin-kut-jio̍k/tshin-kut-lio̍k,
26260,tshklk,吵家抐計,tshá-ke-lā-kè,
26261,tshklth,吵家抐宅,tshá-ke-lā-the̍h,
26262,tshkn,草橄欖,tshó-kan-ná,
26263,tshkn,樹杞林,Tshiū-kí-nâ,附錄
26264,tshkp,菜瓜布,tshài-kue-pòo,
26265,tshkp,菜瓜蒲,tshài-kue-pôo,
26266,tshkph,千金譜,tshian-kim-phóo,
26267,tshks,臭汗酸,tshàu-kuānn-sng,
26268,tshks,痴哥神,tshi-ko-sîn,
26269,tshkt,試鹹淡,,
26270,tshkth,厝角頭,tshù-kak-thâu,
26271,tshkts,厝角鳥,,
26272,tshkts,試鹹汫,tshì kiâm-tsiánn,
26273,tshktsa,厝角鳥仔,tshù-kak-tsiáu-á,
26274,tshktsh,千斤秤,tshian-kin-tshìn/tshian-kun-tshìn,
26275,tshktsh,菜瓜摖,tshài-kue-tshè,
26276,tshl,同心協力,,
26277,tshl,𤆬路,tshuā-lōo,
26278,tshla,七字仔,tshit-jī-á/tshit-lī-á,
26279,tshla,手橐仔,tshiú-lok-á,
26280,tshla,手囊仔,,
26281,tshla,草笠仔,,
26282,tshla,草寮仔,tsháu-liâu-á,
26283,tshla,草履仔,,
26284,tshla,菜鑢仔,,
26285,tshlath,刺羅仔蟲,,
26286,tshlg,千里眼,Tshian-lí-gán,
26287,tshlh,田寮鄉,,
26288,tshlh,臭尿薟,tshàu-jiō-hiam/tshàu-liō-hiam,
26289,tshlh,噪人耳,tshò-lâng-hīnn/tshò-lâng-hī,
26290,tshlk,千里鏡,tshian-lí-kiànn,
26291,tshlk,𤆬路雞,tshuā-lōo-ke/tshuā-lōo-kue,
26292,tshlkh,請人客,tshiánn-lâng-kheh,
26293,tshlkha,樹奶箍仔,,
26294,tshlp,車輪餅,,
26295,tshlpha,樹奶擗仔,,
26296,tshlpl,七老八老,tshit-lāu-peh-lāu/tshit-lāu-pueh-lāu,
26297,tshlt,臭奶呆,tshàu-ling-tai/tshàu-ni-tai,
26298,tshlt,捙輾斗,tshia-liàn-táu,
26299,tshlth,樹奶糖,tshiū-ling-thn̂g/tshiū-ni-thn̂g,
26300,tshltsh,手路菜,tshiú-lōo-tshài,
26301,tshma,出茅仔,,
26302,tshma,出痲仔,,
26303,tshma,赤媽仔,,
26304,tshma,草蜢仔,tsháu-meh-á,
26305,tshmak,草蜢仔公,,
26306,tshmath,刺毛仔蟲,,
26307,tshmg,青盲牛,tshenn-mê-gû/tshinn-mî-gû,
26308,tshmk,草蜢公,tsháu-meh-kong,
26309,tshmkth,刺毛狗蟲,,
26310,tshmp,親姆婆,tshenn-ḿ-pô/tshinn-ḿ-pô,
26311,tshmth,刺毛蟲,tshì-môo-thâng,
26312,tshna,草蜢仔,tsháu-meh-á,
26313,tshnakh,樹林口,Tshiū-nâ-kháu,附錄
26314,tshnga,串仔,tshǹg-á,
26315,tshnga,插秧仔,,
26316,tshngbo,床母,Tshn̂g-bú,
26317,tshngbor,床母,Tshn̂g-bú,
26318,tshngbu,床母,Tshn̂g-bú,
26319,tshngkhoo,倉庫,tshng-khòo,
26320,tshngkin,床巾,tshn̂g-kin/tshn̂g-kun,
26321,tshngkue,穿過,,
26322,tshngkun,床巾,tshn̂g-kin/tshn̂g-kun,
26323,tshngphi,擤鼻,tshìng-phīnn,
26324,tshngphinn,擤鼻,tshìng-phīnn,
26325,tshngphoo,床鋪,tshn̂g-phoo,
26326,tshngphoo,床舖,,
26327,tshngthau,床頭,tshn̂g-thâu,
26328,tshngtiunn,床帳,,
26329,tshngtshiu,伸手,tshun-tshiú,
26330,tshngtsuibi,竄水沬,,
26331,tshnk,草蛉公,,
26332,tshnk,草蜢公,tsháu-meh-kong,
26333,tshnka,樹奶弓仔,,
26334,tshnkh,樹林口,Tshiū-nâ-kháu,附錄
26335,tshnkha,樹奶箍仔,,附錄
26336,tshnm,七娘媽,Tshit-niû-má,
26337,tshnms,七娘媽生,Tshit-niû-má-senn/Tshit-niû-má-sinn,
26338,tshnt,臭奶呆,tshàu-ling-tai/tshàu-ni-tai,
26339,tshnth,樹奶糖,tshiū-ling-thn̂g/tshiū-ni-thn̂g,
26340,tshntsh,樹林市,,
26341,tshoan,草案,tshó-àn,
26342,tshobi,糙米,tshò-bí,
26343,tshogoo,錯誤,tshò-gōo,
26344,tshoim,噪音,tshò-im,
26345,tshokak,錯覺,tshò-kak,
26346,tshokakkue,草麴粿,,
26347,tshokana,草橄仔,,
26348,tshokanna,草橄欖,tshó-kan-ná,
26349,tshokhakke,草麴粿,,
26350,tshokue,錯過,,
26351,tsholanghi,噪人耳,tshò-lâng-hīnn/tshò-lâng-hī,
26352,tsholanghinn,噪人耳,tshò-lâng-hīnn/tshò-lâng-hī,
26353,tsholuan,錯亂,tshò-luān,
26354,tshongbing,聰明,tshong-bîng,
26355,tshonggiap,創業,tshòng-gia̍p,
26356,tshongha,創下,tshòng-hā,
26357,tshongi,創意,tshòng-ì,
26358,tshongkhan,創刊,tshòng-khan,
26359,tshongkhang,創空,tshòng-khang,
26360,tshongki,創舉,tshòng-kí/tshòng-kú,
26361,tshongking,創景,tshòng-kíng,
26362,tshongku,創舉,tshòng-kí/tshòng-kú,
26363,tshonglip,創立,tshòng-li̍p,
26364,tshongoo,錯誤,tshò-gōo,
26365,tshongpan,創辦,tshòng-pān,
26366,tshongpanjin,創辦人,,
26367,tshongpong,衝碰,tshóng-pōng,
26368,tshongsi,創始,tshòng-sí,
26369,tshongsin,創新,tshòng-sin,
26370,tshongsong,滄桑,tshong-song,
26371,tshongti,創治,tshòng-tī,
26372,tshongtshong,匆匆,,
26373,tshongtso,創造,tshòng-tsō,
26374,tshongtsok,創作,tshòng-tsok,
26375,tshongtsolik,創造力,,
26376,tshoohaktsia,初學者,tshoo-ha̍k-tsiá,
26377,tshoohia,粗桸,,
26378,tshoohui,粗瓷,tshoo-huî,
26379,tshooing,粗用,tshoo-īng,
26380,tshooiong,粗勇,tshoo-ióng,
26381,tshooit,初一,tshe-it/tshue-it,
26382,tshookang,粗工,tshoo-kang,
26383,tshookhng,粗糠,tshoo-khng,
26384,tshooki,初期,tshoo-kî,
26385,tshookinnbin,初見面,tshoo-kìnn-bīn,
26386,tshookip,初級,tshoo-kip,
26387,tshooko,初稿,tshoo-kó,
26388,tshoolang,粗人,tshoo-lâng,
26389,tshooloo,粗魯,tshoo-lóo,
26390,tshooluan,初戀,tshoo-luân,
26391,tshoopa,粗飽,tshoo-pá,
26392,tshoophe,粗坯,tshoo-phue/tshoo-phe,
26393,tshoophue,粗坯,tshoo-phue/tshoo-phe,
26394,tshoopoo,初步,tshoo-pōo,
26395,tshoopoo,粗布,tshoo-pòo,
26396,tshoosi,措施,tshòo-si,
26397,tshoosim,粗心,,
26398,tshoosiok,粗俗,tshoo-sio̍k,
26399,tshoosiokhe,粗俗貨,tshoo-sio̍k-huè/tshoo-sio̍k-hè,
26400,tshoosiokhue,粗俗貨,tshoo-sio̍k-huè/tshoo-sio̍k-hè,
26401,tshoosiokmiha,粗俗物仔,tshoo-sio̍k-mih-á,
26402,tshoosuan,初選,tshoo-suán,
26403,tshootang,粗重,tshoo-tāng,
26404,tshoothang,粗桶,tshoo-tháng,
26405,tshoothang,醋桶,tshòo-tháng,
26406,tshootshaipianpng,粗菜便飯,tshoo-tshài piān-pn̄g,
26407,tshootshan,粗殘,,
26408,tshootshi,初試,tshoo-tshì,
26409,tshootshian,粗淺,tshoo-tshián,
26410,tshootshing,粗穿,tshoo-tshīng,
26411,tshootshoo,初初,tshoo-tshoo,
26412,tshootsua,粗紙,tshoo-tsuá,
26413,tshoran,草案,tshó-àn,
26414,tshorbi,糙米,tshò-bí,
26415,tshorkanna,草橄欖,tshó-kan-ná,
26416,tshosit,錯失,tshò-sit,
26417,tshothata,草窒仔,tshó-that-á,
26418,tshotsha,剉柴,tshò-tshâ,
26419,tshotshai,臊菜,tsho-tshài,
26420,tshotshiu,錯手,tshò-tshiú,
26421,tshpa,手錶仔,tshiú-pió-á,
26422,tshpb,菜脯米,tshài-póo-bí,
26423,tshpha,出皰仔,,
26424,tshpha,出癖仔,,
26425,tshphl,捙拋輪,,
26426,tshphoo,象鼻湖,Tshiūnn-phīnn-ôo,附錄
26427,tshphs,刺膨紗,tshiah-phòng-se,
26428,tshphs,臭屁仙,tshàu-phuì-sian,
26429,tshpj,創辦人,,
26430,tshpk,拭餅𩛩,,
26431,tshpkp,厝邊隔壁,,
26432,tshpla,臭伯勞仔,,
26433,tshpo,草霸王,tsháu-pà-ông,
26434,tshpp,刺耙耙,tshiah-pê-pê,
26435,tshpp,車布邊,tshia pòo-pinn,
26436,tshpp,捙跋反,tshia-pua̍h-píng,
26437,tshppp,青磅白磅,tshenn-pōng-pe̍h-pōng/tshinn-pōng-pe̍h-pōng,
26438,tshps,出版社,,
26439,tshpt,差不多,tsha-put-to,
26440,tshpt,捙畚斗,tshia-pùn-táu,
26441,tshpthb,厝邊頭尾,tshù-pinn-thâu-bué/tshù-pinn-thâu-bé,
26442,tshptsh,菜脯簽,tshài-póo-tshiam,
26443,tshs,一礐屎,tsi̍t-ha̍k-sái,
26444,tshs,春𣛮,,
26445,tshs,陽明山,Iûnn-bîng-suann,附錄
26446,tshsa,草索仔,tsháu-soh-á,
26447,tshsbkh,千辛萬苦,tshian-sin-bān-khóo,
26448,tshsh,車城鄉,Tshâ-siânn-hiong,附錄
26449,tshsh,粗俗貨,tshoo-sio̍k-huè/tshoo-sio̍k-hè,
26450,tshshk,草山行館,Tsháu-suann Hîng-kuán,附錄
26451,tshsk,揣三姑,,附錄
26452,tshskh,搜身軀,tshiau sin-khu,
26453,tshsl,手素料,,
26454,tshsl,手數料,tshiú-sòo-liāu,
26455,tshsl,青少年,,
26456,tshsma,粗俗物仔,tshoo-sio̍k-mih-á,
26457,tshsn,娶新娘,tshuā-sin-niû,
26458,tshsp,娶新婦,tshuā-sin-pū,
26459,tshss,青恂恂,tshenn-sún-sún/tshinn-sún-sún,
26460,tshsts,撨時鐘,tshiâu sî-tsing,
26461,tshstsh,疶屎星,,
26462,tshstsha,車衫車仔,,
26463,tsht,差不多,tsha-put-to,
26464,tsht,𪁎趒,tshio-tiô,
26465,tshta,手電仔,tshiú-tiān-á,
26466,tshta,冊桌仔,,
26467,tshtakh,喙焦喉渴,,
26468,tshth,手電火,,
26469,tshth,臭豆腐,tshàu-tāu-hū,
26470,tshth,做風颱,tsò-hong-thai/tsuè-hong-thai,
26471,tshth,莿桐巷,Tshì-tông-hāng,附錄
26472,tshth,莿桐鄉,Tshì-tông-hiong,附錄
26473,tshth,𤆬頭,,
26474,tshth,𨑨迌,tshit-thô,
26475,tshtha,秤錘仔,,
26476,tshtha,草窒仔,tshó-that-á,
26477,tshtha,淺拖仔,tshián-thua-á,
